datetime,camera,event,confidence_level
2026-01-02 14:10:30,front,neutral,57.6
2026-01-02 14:10:30,back,neutral,0.0
2026-01-02 14:10:30,left,neutral,0.0
2026-01-02 14:10:30,right,neutral,0.0
2026-01-02 14:10:35,front,neutral,57.6
2026-01-02 14:10:35,back,neutral,0.0
2026-01-02 14:10:35,left,neutral,0.0
2026-01-02 14:10:35,right,neutral,0.0
2026-01-02 14:10:40,front,neutral,57.6
2026-01-02 14:10:40,back,neutral,0.0
2026-01-02 14:10:40,left,neutral,0.0
2026-01-02 14:10:40,right,neutral,0.0
2026-01-02 14:10:45,front,neutral,57.6
2026-01-02 14:10:45,back,neutral,0.0
2026-01-02 14:10:45,left,neutral,0.0
2026-01-02 14:10:45,right,neutral,0.0
2026-01-02 14:10:50,front,neutral,57.6
2026-01-02 14:10:50,back,neutral,0.0
2026-01-02 14:10:50,left,neutral,0.0
2026-01-02 14:10:50,right,neutral,0.0
2026-01-02 14:10:55,front,neutral,57.6
2026-01-02 14:10:55,back,neutral,57.6
2026-01-02 14:10:55,left,neutral,0.0
2026-01-02 14:10:55,right,neutral,0.0
2026-01-02 14:11:00,front,neutral,57.6
2026-01-02 14:11:00,back,neutral,57.6
2026-01-02 14:11:00,left,neutral,0.0
2026-01-02 14:11:00,right,neutral,0.0
2026-01-02 14:11:05,front,neutral,57.6
2026-01-02 14:11:05,back,neutral,57.6
2026-01-02 14:11:05,left,neutral,0.0
2026-01-02 14:11:05,right,neutral,0.0
2026-01-02 14:11:10,front,neutral,57.6
2026-01-02 14:11:10,back,neutral,57.6
2026-01-02 14:11:10,left,smoke,55.8
2026-01-02 14:11:10,right,smoke,57.3
2026-01-02 14:11:15,front,neutral,57.6
2026-01-02 14:11:15,back,neutral,57.6
2026-01-02 14:11:15,left,smoke,55.8
2026-01-02 14:11:15,right,smoke,57.3
2026-01-02 14:11:20,front,neutral,57.6
2026-01-02 14:11:20,back,neutral,57.6
2026-01-02 14:11:20,left,neutral,0.0
2026-01-02 14:11:20,right,neutral,0.0
2026-01-02 14:11:25,front,neutral,57.6
2026-01-02 14:11:25,right,smoke,57.3
2026-01-02 14:11:25,back,neutral,0.0
2026-01-02 14:11:25,left,neutral,0.0
2026-01-02 14:11:30,front,neutral,57.6
2026-01-02 14:11:30,left,smoke,55.8
2026-01-02 14:11:30,right,smoke,57.3
2026-01-02 14:11:30,back,neutral,0.0
2026-01-02 14:11:35,front,neutral,57.6
2026-01-02 14:11:35,back,neutral,57.6
2026-01-02 14:11:35,left,smoke,55.8
2026-01-02 14:11:35,right,neutral,0.0
2026-01-02 14:11:40,back,neutral,57.6
2026-01-02 14:11:40,front,neutral,0.0
2026-01-02 14:11:40,left,neutral,0.0
2026-01-02 14:11:40,right,neutral,0.0
2026-01-02 14:20:32,front,neutral,57.6
2026-01-02 14:20:32,back,neutral,57.5
2026-01-02 14:20:32,left,neutral,56.1
2026-01-02 14:20:32,right,neutral,0.0
2026-01-02 14:20:37,front,neutral,57.6
2026-01-02 14:20:37,back,neutral,57.6
2026-01-02 14:20:37,left,neutral,56.1
2026-01-02 14:20:37,right,neutral,0.0
2026-01-02 14:20:42,front,neutral,57.6
2026-01-02 14:20:42,back,neutral,57.6
2026-01-02 14:20:42,left,neutral,57.5
2026-01-02 14:20:42,right,neutral,0.0
2026-01-02 14:20:47,front,neutral,57.6
2026-01-02 14:20:47,left,neutral,57.5
2026-01-02 14:20:47,back,neutral,0.0
2026-01-02 14:20:47,right,neutral,0.0
2026-01-02 14:20:52,front,neutral,57.6
2026-01-02 14:20:52,back,neutral,57.6
2026-01-02 14:20:52,left,neutral,0.0
2026-01-02 14:20:52,right,neutral,0.0
2026-01-02 14:20:57,front,neutral,57.6
2026-01-02 14:20:57,back,neutral,57.6
2026-01-02 14:20:57,left,neutral,0.0
2026-01-02 14:20:57,right,neutral,0.0
2026-01-02 14:21:02,front,neutral,57.6
2026-01-02 14:21:02,left,neutral,57.5
2026-01-02 14:21:02,back,neutral,0.0
2026-01-02 14:21:02,right,neutral,0.0
2026-01-02 14:21:07,front,neutral,57.6
2026-01-02 14:21:07,left,neutral,57.5
2026-01-02 14:21:07,back,neutral,0.0
2026-01-02 14:21:07,right,neutral,0.0
2026-01-02 14:21:12,front,neutral,57.6
2026-01-02 14:21:12,back,neutral,57.6
2026-01-02 14:21:12,left,neutral,0.0
2026-01-02 14:21:12,right,neutral,0.0
2026-01-02 14:21:17,front,neutral,56.9
2026-01-02 14:21:17,back,neutral,57.6
2026-01-02 14:21:17,left,neutral,57.5
2026-01-02 14:21:17,right,neutral,0.0
2026-01-02 14:21:22,front,fire,57.0
2026-01-02 14:21:22,left,neutral,57.5
2026-01-02 14:21:22,back,neutral,0.0
2026-01-02 14:21:22,right,neutral,0.0
2026-01-02 14:21:27,front,fire,49.8
2026-01-02 14:21:27,back,neutral,0.0
2026-01-02 14:21:27,left,neutral,0.0
2026-01-02 14:21:27,right,neutral,0.0
2026-01-02 14:21:32,front,smoke,55.1
2026-01-02 14:21:32,back,neutral,0.0
2026-01-02 14:21:32,left,neutral,0.0
2026-01-02 14:21:32,right,neutral,0.0
2026-01-02 14:21:37,front,fire,57.6
2026-01-02 14:21:37,left,neutral,57.5
2026-01-02 14:21:37,back,neutral,0.0
2026-01-02 14:21:37,right,neutral,0.0
2026-01-02 14:21:42,front,neutral,57.6
2026-01-02 14:21:42,left,neutral,57.5
2026-01-02 14:21:42,back,neutral,0.0
2026-01-02 14:21:42,right,neutral,0.0
2026-01-02 14:21:47,front,neutral,57.6
2026-01-02 14:21:47,back,neutral,57.6
2026-01-02 14:21:47,left,neutral,0.0
2026-01-02 14:21:47,right,neutral,0.0
2026-01-02 14:21:52,front,neutral,57.6
2026-01-02 14:21:52,back,neutral,57.6
2026-01-02 14:21:52,left,neutral,0.0
2026-01-02 14:21:52,right,neutral,0.0
2026-01-02 14:21:57,front,neutral,57.6
2026-01-02 14:21:57,back,neutral,0.0
2026-01-02 14:21:57,left,neutral,0.0
2026-01-02 14:21:57,right,neutral,0.0
2026-01-02 14:22:02,front,neutral,57.6
2026-01-02 14:22:02,back,neutral,0.0
2026-01-02 14:22:02,left,neutral,0.0
2026-01-02 14:22:02,right,neutral,0.0
2026-01-02 14:22:07,front,neutral,57.6
2026-01-02 14:22:07,back,neutral,0.0
2026-01-02 14:22:07,left,neutral,0.0
2026-01-02 14:22:07,right,neutral,0.0
2026-01-02 14:22:12,front,neutral,57.6
2026-01-02 14:22:12,back,neutral,0.0
2026-01-02 14:22:12,left,neutral,0.0
2026-01-02 14:22:12,right,neutral,0.0
2026-01-02 14:22:17,front,neutral,57.6
2026-01-02 14:22:17,back,neutral,0.0
2026-01-02 14:22:17,left,neutral,0.0
2026-01-02 14:22:17,right,neutral,0.0
2026-01-02 14:22:22,front,neutral,57.6
2026-01-02 14:22:22,back,neutral,0.0
2026-01-02 14:22:22,left,neutral,0.0
2026-01-02 14:22:22,right,neutral,0.0
2026-01-02 14:22:27,front,neutral,57.6
2026-01-02 14:22:27,back,neutral,0.0
2026-01-02 14:22:27,left,neutral,0.0
2026-01-02 14:22:27,right,neutral,0.0
2026-01-02 14:22:32,front,neutral,57.6
2026-01-02 14:22:32,back,neutral,0.0
2026-01-02 14:22:32,left,neutral,0.0
2026-01-02 14:22:32,right,neutral,0.0
2026-01-02 14:22:37,front,neutral,57.6
2026-01-02 14:22:37,back,neutral,0.0
2026-01-02 14:22:37,left,neutral,0.0
2026-01-02 14:22:37,right,neutral,0.0
2026-01-02 14:22:42,front,neutral,57.6
2026-01-02 14:22:42,back,neutral,0.0
2026-01-02 14:22:42,left,neutral,0.0
2026-01-02 14:22:42,right,neutral,0.0
2026-01-02 14:22:47,front,neutral,57.6
2026-01-02 14:22:47,back,neutral,0.0
2026-01-02 14:22:47,left,neutral,0.0
2026-01-02 14:22:47,right,neutral,0.0
2026-01-02 14:22:52,front,neutral,57.6
2026-01-02 14:22:52,back,neutral,0.0
2026-01-02 14:22:52,left,neutral,0.0
2026-01-02 14:22:52,right,neutral,0.0
2026-01-02 14:22:57,front,neutral,57.6
2026-01-02 14:22:57,back,neutral,0.0
2026-01-02 14:22:57,left,neutral,0.0
2026-01-02 14:22:57,right,neutral,0.0
2026-01-02 14:23:02,front,neutral,57.6
2026-01-02 14:23:02,back,neutral,0.0
2026-01-02 14:23:02,left,neutral,0.0
2026-01-02 14:23:02,right,neutral,0.0
2026-01-02 14:23:07,front,neutral,57.6
2026-01-02 14:23:07,back,neutral,0.0
2026-01-02 14:23:07,left,neutral,0.0
2026-01-02 14:23:07,right,neutral,0.0
2026-01-02 14:23:12,front,neutral,57.6
2026-01-02 14:23:12,back,neutral,0.0
2026-01-02 14:23:12,left,neutral,0.0
2026-01-02 14:23:12,right,neutral,0.0
2026-01-02 14:23:17,front,neutral,57.6
2026-01-02 14:23:17,back,neutral,0.0
2026-01-02 14:23:17,left,neutral,0.0
2026-01-02 14:23:17,right,neutral,0.0
2026-01-02 14:23:22,front,neutral,57.6
2026-01-02 14:23:22,back,neutral,0.0
2026-01-02 14:23:22,left,neutral,0.0
2026-01-02 14:23:22,right,neutral,0.0
2026-01-02 14:23:27,front,neutral,57.6
2026-01-02 14:23:27,back,neutral,0.0
2026-01-02 14:23:27,left,neutral,0.0
2026-01-02 14:23:27,right,neutral,0.0
2026-01-02 14:23:33,front,neutral,57.6
2026-01-02 14:23:33,back,neutral,0.0
2026-01-02 14:23:33,left,neutral,0.0
2026-01-02 14:23:33,right,neutral,0.0
2026-01-02 14:23:38,front,neutral,57.6
2026-01-02 14:23:38,back,neutral,0.0
2026-01-02 14:23:38,left,neutral,0.0
2026-01-02 14:23:38,right,neutral,0.0
2026-01-02 14:23:43,front,neutral,57.6
2026-01-02 14:23:43,back,neutral,0.0
2026-01-02 14:23:43,left,neutral,0.0
2026-01-02 14:23:43,right,neutral,0.0
2026-01-02 14:45:33,front,neutral,57.6
2026-01-02 14:45:33,left,neutral,57.6
2026-01-02 14:45:33,back,neutral,0.0
2026-01-02 14:45:33,right,neutral,0.0
2026-01-02 14:45:38,front,neutral,57.6
2026-01-02 14:45:38,back,smoke,54.9
2026-01-02 14:45:38,left,neutral,57.6
2026-01-02 14:45:38,right,neutral,0.0
2026-01-02 14:45:43,front,neutral,57.6
2026-01-02 14:45:43,back,smoke,54.9
2026-01-02 14:45:43,left,neutral,55.4
2026-01-02 14:45:43,right,neutral,57.6
2026-01-02 14:45:48,front,neutral,57.6
2026-01-02 14:45:48,left,neutral,57.6
2026-01-02 14:45:48,right,neutral,57.6
2026-01-02 14:45:48,back,neutral,0.0
2026-01-02 14:45:53,front,neutral,57.6
2026-01-02 14:45:53,left,neutral,57.6
2026-01-02 14:45:53,back,neutral,0.0
2026-01-02 14:45:53,right,neutral,0.0
2026-01-02 14:45:58,front,neutral,57.6
2026-01-02 14:45:58,back,smoke,54.9
2026-01-02 14:45:58,left,neutral,49.4
2026-01-02 14:45:58,right,neutral,0.0
2026-01-02 14:46:03,front,neutral,57.6
2026-01-02 14:46:03,back,smoke,54.9
2026-01-02 14:46:03,left,neutral,57.6
2026-01-02 14:46:03,right,neutral,57.6
2026-01-02 14:46:08,front,neutral,57.6
2026-01-02 14:46:08,left,smoke,57.6
2026-01-02 14:46:08,right,neutral,57.6
2026-01-02 14:46:08,back,neutral,0.0
2026-01-02 14:46:13,front,neutral,57.6
2026-01-02 14:46:13,back,smoke,54.9
2026-01-02 14:46:13,left,smoke,54.2
2026-01-02 14:46:13,right,neutral,0.0
2026-01-02 14:46:18,front,neutral,57.6
2026-01-02 14:46:18,back,smoke,54.9
2026-01-02 14:46:18,left,neutral,46.5
2026-01-02 14:46:18,right,neutral,57.6
2026-01-02 14:46:23,front,neutral,57.6
2026-01-02 14:46:23,left,neutral,57.6
2026-01-02 14:46:23,right,neutral,57.6
2026-01-02 14:46:23,back,neutral,0.0
2026-01-02 14:46:28,front,neutral,57.6
2026-01-02 14:46:28,left,smoke,50.9
2026-01-02 14:46:28,back,neutral,0.0
2026-01-02 14:46:28,right,neutral,0.0
2026-01-02 14:46:33,front,neutral,57.6
2026-01-02 14:46:33,back,smoke,54.9
2026-01-02 14:46:33,left,fire,57.1
2026-01-02 14:46:33,right,neutral,0.0
2026-01-02 14:46:38,front,neutral,57.5
2026-01-02 14:46:38,back,smoke,54.9
2026-01-02 14:46:38,left,neutral,56.3
2026-01-02 14:46:38,right,neutral,57.6
2026-01-02 14:46:43,front,neutral,57.6
2026-01-02 14:46:43,left,smoke,46.8
2026-01-02 14:46:43,right,neutral,57.6
2026-01-02 14:46:43,back,neutral,0.0
2026-01-02 14:46:48,front,neutral,57.4
2026-01-02 14:46:48,left,smoke,46.8
2026-01-02 14:46:48,back,neutral,0.0
2026-01-02 14:46:48,right,neutral,0.0
2026-01-02 14:46:53,front,neutral,57.6
2026-01-02 14:46:53,back,neutral,0.0
2026-01-02 14:46:53,left,neutral,0.0
2026-01-02 14:46:53,right,neutral,0.0
2026-01-02 14:46:58,front,neutral,57.6
2026-01-02 14:46:58,left,smoke,46.8
2026-01-02 14:46:58,back,neutral,0.0
2026-01-02 14:46:58,right,neutral,0.0
2026-01-02 14:47:03,front,neutral,56.9
2026-01-02 14:47:03,left,smoke,46.8
2026-01-02 14:47:03,back,neutral,0.0
2026-01-02 14:47:03,right,neutral,0.0
2026-01-02 14:47:08,front,neutral,57.6
2026-01-02 14:47:08,back,neutral,0.0
2026-01-02 14:47:08,left,neutral,0.0
2026-01-02 14:47:08,right,neutral,0.0
2026-01-02 14:47:13,front,neutral,57.6
2026-01-02 14:47:13,back,neutral,0.0
2026-01-02 14:47:13,left,neutral,0.0
2026-01-02 14:47:13,right,neutral,0.0
2026-01-02 14:47:18,front,neutral,51.3
2026-01-02 14:47:18,left,smoke,46.8
2026-01-02 14:47:18,back,neutral,0.0
2026-01-02 14:47:18,right,neutral,0.0
2026-01-02 14:47:23,front,neutral,57.6
2026-01-02 14:47:23,left,smoke,46.8
2026-01-02 14:47:23,back,neutral,0.0
2026-01-02 14:47:23,right,neutral,0.0
2026-01-02 14:47:28,front,smoke,42.8
2026-01-02 14:47:28,back,neutral,0.0
2026-01-02 14:47:28,left,neutral,0.0
2026-01-02 14:47:28,right,neutral,0.0
2026-01-02 14:47:34,front,smoke,42.8
2026-01-02 14:47:34,back,neutral,0.0
2026-01-02 14:47:34,left,neutral,0.0
2026-01-02 14:47:34,right,neutral,0.0
2026-01-02 14:47:39,front,neutral,56.2
2026-01-02 14:47:39,back,neutral,0.0
2026-01-02 14:47:39,left,neutral,0.0
2026-01-02 14:47:39,right,neutral,0.0
2026-01-02 14:47:44,front,neutral,57.6
2026-01-02 14:47:44,back,neutral,0.0
2026-01-02 14:47:44,left,neutral,0.0
2026-01-02 14:47:44,right,neutral,0.0
2026-01-02 14:47:49,front,neutral,55.7
2026-01-02 14:47:49,back,neutral,0.0
2026-01-02 14:47:49,left,neutral,0.0
2026-01-02 14:47:49,right,neutral,0.0
2026-01-02 14:47:54,front,neutral,57.5
2026-01-02 14:47:54,left,smoke,46.8
2026-01-02 14:47:54,back,neutral,0.0
2026-01-02 14:47:54,right,neutral,0.0
2026-01-02 14:47:59,front,neutral,57.6
2026-01-02 14:47:59,left,smoke,46.8
2026-01-02 14:47:59,back,neutral,0.0
2026-01-02 14:47:59,right,neutral,0.0
2026-01-02 14:48:04,front,neutral,57.6
2026-01-02 14:48:04,back,neutral,0.0
2026-01-02 14:48:04,left,neutral,0.0
2026-01-02 14:48:04,right,neutral,0.0
2026-01-02 14:48:09,front,neutral,57.6
2026-01-02 14:48:09,back,neutral,0.0
2026-01-02 14:48:09,left,neutral,0.0
2026-01-02 14:48:09,right,neutral,0.0
2026-01-02 14:48:14,front,neutral,57.6
2026-01-02 14:48:14,back,neutral,0.0
2026-01-02 14:48:14,left,neutral,0.0
2026-01-02 14:48:14,right,neutral,0.0
2026-01-02 14:48:19,front,neutral,57.6
2026-01-02 14:48:19,back,neutral,0.0
2026-01-02 14:48:19,left,neutral,0.0
2026-01-02 14:48:19,right,neutral,0.0
2026-01-02 14:48:24,front,neutral,57.6
2026-01-02 14:48:24,back,neutral,0.0
2026-01-02 14:48:24,left,neutral,0.0
2026-01-02 14:48:24,right,neutral,0.0
2026-01-02 14:48:29,front,neutral,57.6
2026-01-02 14:48:29,back,neutral,0.0
2026-01-02 14:48:29,left,neutral,0.0
2026-01-02 14:48:29,right,neutral,0.0
2026-01-02 14:48:34,front,neutral,57.6
2026-01-02 14:48:34,back,neutral,0.0
2026-01-02 14:48:34,left,neutral,0.0
2026-01-02 14:48:34,right,neutral,0.0
2026-01-02 14:48:39,front,neutral,57.6
2026-01-02 14:48:39,back,neutral,0.0
2026-01-02 14:48:39,left,neutral,0.0
2026-01-02 14:48:39,right,neutral,0.0
2026-01-02 14:48:44,front,neutral,57.6
2026-01-02 14:48:44,back,neutral,0.0
2026-01-02 14:48:44,left,neutral,0.0
2026-01-02 14:48:44,right,neutral,0.0
2026-01-02 14:48:49,front,neutral,57.6
2026-01-02 14:48:49,back,neutral,0.0
2026-01-02 14:48:49,left,neutral,0.0
2026-01-02 14:48:49,right,neutral,0.0
2026-01-02 14:48:54,front,neutral,57.6
2026-01-02 14:48:54,back,neutral,0.0
2026-01-02 14:48:54,left,neutral,0.0
2026-01-02 14:48:54,right,neutral,0.0
2026-01-02 14:48:59,front,neutral,57.6
2026-01-02 14:48:59,back,neutral,0.0
2026-01-02 14:48:59,left,neutral,0.0
2026-01-02 14:48:59,right,neutral,0.0
2026-01-02 14:49:04,front,neutral,57.6
2026-01-02 14:49:04,back,neutral,0.0
2026-01-02 14:49:04,left,neutral,0.0
2026-01-02 14:49:04,right,neutral,0.0
2026-01-02 14:49:09,front,neutral,57.6
2026-01-02 14:49:09,back,neutral,0.0
2026-01-02 14:49:09,left,neutral,0.0
2026-01-02 14:49:09,right,neutral,0.0
2026-01-02 14:49:14,front,neutral,57.6
2026-01-02 14:49:14,back,neutral,0.0
2026-01-02 14:49:14,left,neutral,0.0
2026-01-02 14:49:14,right,neutral,0.0
2026-01-02 14:49:19,front,neutral,57.6
2026-01-02 14:49:19,back,neutral,0.0
2026-01-02 14:49:19,left,neutral,0.0
2026-01-02 14:49:19,right,neutral,0.0
2026-01-02 14:49:24,front,neutral,57.6
2026-01-02 14:49:24,back,neutral,0.0
2026-01-02 14:49:24,left,neutral,0.0
2026-01-02 14:49:24,right,neutral,0.0
2026-01-02 14:49:29,front,neutral,57.6
2026-01-02 14:49:29,back,neutral,0.0
2026-01-02 14:49:29,left,neutral,0.0
2026-01-02 14:49:29,right,neutral,0.0
2026-01-02 14:49:34,front,neutral,57.6
2026-01-02 14:49:34,back,neutral,0.0
2026-01-02 14:49:34,left,neutral,0.0
2026-01-02 14:49:34,right,neutral,0.0
2026-01-02 14:49:39,front,neutral,57.6
2026-01-02 14:49:39,back,neutral,0.0
2026-01-02 14:49:39,left,neutral,0.0
2026-01-02 14:49:39,right,neutral,0.0
2026-01-02 14:49:44,front,neutral,57.6
2026-01-02 14:49:44,back,neutral,0.0
2026-01-02 14:49:44,left,neutral,0.0
2026-01-02 14:49:44,right,neutral,0.0
2026-01-02 14:49:49,front,neutral,57.6
2026-01-02 14:49:49,back,neutral,0.0
2026-01-02 14:49:49,left,neutral,0.0
2026-01-02 14:49:49,right,neutral,0.0
2026-01-02 14:49:54,front,neutral,57.6
2026-01-02 14:49:54,back,neutral,0.0
2026-01-02 14:49:54,left,neutral,0.0
2026-01-02 14:49:54,right,neutral,0.0
2026-01-02 14:49:59,front,neutral,57.6
2026-01-02 14:49:59,back,neutral,0.0
2026-01-02 14:49:59,left,neutral,0.0
2026-01-02 14:49:59,right,neutral,0.0
2026-01-02 14:50:04,front,neutral,57.6
2026-01-02 14:50:04,back,neutral,0.0
2026-01-02 14:50:04,left,neutral,0.0
2026-01-02 14:50:04,right,neutral,0.0
2026-01-02 14:50:14,front,neutral,57.6
2026-01-02 14:50:14,left,neutral,57.6
2026-01-02 14:50:14,back,neutral,0.0
2026-01-02 14:50:14,right,neutral,0.0
2026-01-02 14:50:19,front,neutral,57.6
2026-01-02 14:50:19,left,neutral,57.3
2026-01-02 14:50:19,back,neutral,0.0
2026-01-02 14:50:19,right,neutral,0.0
2026-01-02 14:50:24,left,neutral,57.6
2026-01-02 14:50:24,front,neutral,0.0
2026-01-02 14:50:24,back,neutral,0.0
2026-01-02 14:50:24,right,neutral,0.0
2026-01-02 14:50:29,left,neutral,57.6
2026-01-02 14:50:29,front,neutral,0.0
2026-01-02 14:50:29,back,neutral,0.0
2026-01-02 14:50:29,right,neutral,0.0
2026-01-02 14:50:34,left,neutral,57.6
2026-01-02 14:50:34,front,neutral,0.0
2026-01-02 14:50:34,back,neutral,0.0
2026-01-02 14:50:34,right,neutral,0.0
2026-01-02 14:50:39,left,smoke,51.7
2026-01-02 14:50:39,front,neutral,0.0
2026-01-02 14:50:39,back,neutral,0.0
2026-01-02 14:50:39,right,neutral,0.0
2026-01-02 14:50:44,left,smoke,57.1
2026-01-02 14:50:44,front,neutral,0.0
2026-01-02 14:50:44,back,neutral,0.0
2026-01-02 14:50:44,right,neutral,0.0
2026-01-02 14:50:49,left,neutral,55.6
2026-01-02 14:50:49,front,neutral,0.0
2026-01-02 14:50:49,back,neutral,0.0
2026-01-02 14:50:49,right,neutral,0.0
2026-01-02 14:50:54,front,neutral,57.6
2026-01-02 14:50:54,left,neutral,57.6
2026-01-02 14:50:54,back,neutral,0.0
2026-01-02 14:50:54,right,neutral,0.0
2026-01-02 18:06:37,front,neutral,57.6
2026-01-02 18:06:37,back,neutral,0.0
2026-01-02 18:06:37,left,neutral,0.0
2026-01-02 18:06:37,right,neutral,0.0
2026-01-02 18:06:42,front,neutral,57.6
2026-01-02 18:06:42,back,neutral,0.0
2026-01-02 18:06:42,left,neutral,0.0
2026-01-02 18:06:42,right,neutral,0.0
2026-01-02 19:15:21,front,smoke,57.5
2026-01-02 19:15:21,back,smoke,47.3
2026-01-02 19:15:21,left,neutral,57.6
2026-01-02 19:15:21,right,neutral,57.6
2026-01-02 19:15:26,front,smoke,57.3
2026-01-02 19:15:26,back,smoke,47.3
2026-01-02 19:15:26,left,neutral,57.6
2026-01-02 19:15:26,right,neutral,57.6
2026-01-02 19:15:31,front,neutral,56.4
2026-01-02 19:15:31,back,neutral,57.3
2026-01-02 19:15:31,left,neutral,57.6
2026-01-02 19:15:31,right,neutral,57.6
2026-01-02 19:15:36,front,neutral,57.0
2026-01-02 19:15:36,back,smoke,47.5
2026-01-02 19:15:36,left,neutral,57.6
2026-01-02 19:15:36,right,smoke,57.5
2026-01-02 19:15:41,front,neutral,57.1
2026-01-02 19:15:41,back,smoke,56.8
2026-01-02 19:15:41,left,neutral,57.4
2026-01-02 19:15:41,right,smoke,57.4
2026-01-02 19:15:46,front,neutral,57.1
2026-01-02 19:15:46,back,smoke,56.8
2026-01-02 19:15:46,left,neutral,57.4
2026-01-02 19:15:46,right,smoke,52.8
2026-01-02 19:15:51,right,smoke,52.8
2026-01-02 19:15:51,front,neutral,0.0
2026-01-02 19:15:51,back,neutral,0.0
2026-01-02 19:15:51,left,neutral,0.0
2026-01-02 19:23:32,front,neutral,57.6
2026-01-02 19:23:32,right,neutral,57.6
2026-01-02 19:23:32,back,neutral,0.0
2026-01-02 19:23:32,left,neutral,0.0
2026-01-02 19:23:37,front,neutral,56.2
2026-01-02 19:23:37,back,neutral,57.6
2026-01-02 19:23:37,left,smoke,57.6
2026-01-02 19:23:37,right,neutral,57.6
2026-01-02 19:23:42,front,neutral,57.2
2026-01-02 19:23:42,back,neutral,57.6
2026-01-02 19:23:42,left,smoke,57.6
2026-01-02 19:23:42,right,neutral,57.6
2026-01-02 19:23:47,front,neutral,50.3
2026-01-02 19:23:47,back,neutral,57.6
2026-01-02 19:23:47,left,smoke,57.6
2026-01-02 19:23:47,right,neutral,57.6
2026-01-02 19:23:52,front,neutral,50.3
2026-01-02 19:23:52,back,neutral,0.0
2026-01-02 19:23:52,left,neutral,0.0
2026-01-02 19:23:52,right,neutral,0.0
2026-01-02 19:29:49,front,neutral,47.1
2026-01-02 19:29:49,back,smoke,56.8
2026-01-02 19:29:49,left,smoke,57.5
2026-01-02 19:29:49,right,neutral,57.3
2026-01-02 19:29:54,front,smoke,51.8
2026-01-02 19:29:54,back,smoke,56.8
2026-01-02 19:29:54,left,smoke,57.5
2026-01-02 19:29:54,right,neutral,57.4
2026-01-02 19:29:59,front,smoke,56.7
2026-01-02 19:29:59,back,smoke,57.4
2026-01-02 19:29:59,left,smoke,57.5
2026-01-02 19:29:59,right,neutral,57.4
2026-01-02 19:30:04,front,smoke,56.7
2026-01-02 19:30:04,back,smoke,57.4
2026-01-02 19:30:04,left,smoke,57.5
2026-01-02 19:30:04,right,neutral,57.4
2026-01-02 22:04:59,front,neutral,57.4
2026-01-02 22:04:59,back,neutral,57.6
2026-01-02 22:04:59,left,neutral,44.4
2026-01-02 22:04:59,right,neutral,57.6
2026-01-02 22:05:05,front,neutral,57.6
2026-01-02 22:05:05,back,smoke,57.5
2026-01-02 22:05:05,left,neutral,57.6
2026-01-02 22:05:05,right,neutral,57.1
2026-01-02 22:05:10,front,neutral,57.6
2026-01-02 22:05:10,back,neutral,57.6
2026-01-02 22:05:10,left,neutral,57.6
2026-01-02 22:05:10,right,neutral,57.4
2026-01-02 22:05:15,front,neutral,57.6
2026-01-02 22:05:15,back,neutral,57.6
2026-01-02 22:05:15,left,neutral,57.6
2026-01-02 22:05:15,right,neutral,57.6
2026-01-02 22:05:20,front,neutral,54.3
2026-01-02 22:05:20,back,smoke,51.1
2026-01-02 22:05:20,left,smoke,54.2
2026-01-02 22:05:20,right,neutral,57.6
2026-01-02 22:05:25,front,smoke,57.6
2026-01-02 22:05:25,back,smoke,51.1
2026-01-02 22:05:25,left,smoke,54.2
2026-01-02 22:05:25,right,neutral,57.6
2026-01-02 22:05:30,front,smoke,57.6
2026-01-02 22:05:30,left,smoke,46.2
2026-01-02 22:05:30,back,neutral,0.0
2026-01-02 22:05:30,right,neutral,0.0
2026-01-02 22:05:35,left,smoke,46.2
2026-01-02 22:05:35,front,neutral,0.0
2026-01-02 22:05:35,back,neutral,0.0
2026-01-02 22:05:35,right,neutral,0.0
2026-01-02 22:54:07,front,neutral,57.6
2026-01-02 22:54:07,right,smoke,55.3
2026-01-02 22:54:07,back,neutral,0.0
2026-01-02 22:54:07,left,neutral,0.0
2026-01-02 22:54:12,front,neutral,57.6
2026-01-02 22:54:12,back,neutral,57.6
2026-01-02 22:54:12,right,smoke,54.6
2026-01-02 22:54:12,left,neutral,0.0
2026-01-02 22:54:17,front,neutral,57.6
2026-01-02 22:54:17,back,neutral,57.6
2026-01-02 22:54:17,left,neutral,57.6
2026-01-02 22:54:17,right,smoke,56.9
2026-01-02 22:54:22,front,neutral,57.6
2026-01-02 22:54:22,back,neutral,57.6
2026-01-02 22:54:22,left,neutral,57.6
2026-01-02 22:54:22,right,smoke,56.9
